text,sentiment
这服务态度真让人反感, Disgust
看到血就头晕, Disgust
这人太虚伪了, Disgust
这饭菜一点都不新鲜, Disgust
看到这些评论真恶心, Disgust

今天特别满足, Satisfaction
终于完成了目标, Satisfaction
吃了一顿好饭很满足, Satisfaction
工作顺利心情很好, Satisfaction
看到成绩很满意, Satisfaction
帮朋友解决了问题, Satisfaction
家里人都很开心, Satisfaction
终于买到喜欢的东西, Satisfaction
今天收获满满, Satisfaction
生活越来越好, Satisfaction
终于实现了愿望, Satisfaction
看到孩子成长很欣慰, Satisfaction
努力没有白费, Satisfaction
终于放假了, Satisfaction
和朋友聚会很开心, Satisfaction
今天一切都很顺利, Satisfaction
终于考过了, Satisfaction
看到成果很有成就感, Satisfaction
终于等到这一天, Satisfaction
今天真是圆满的一天, Satisfaction

我有点搞不懂, Confusion
这题怎么做啊, Confusion
他说的话我没听明白, Confusion
最近有点迷茫, Confusion
不知道该怎么选, Confusion
这事让我很困惑, Confusion
我有点懵, Confusion
怎么突然变成这样, Confusion
我搞不清楚状况, Confusion
这操作太复杂了, Confusion
他说的和做的不一样, Confusion
我分不清谁是谁, Confusion
这道题太绕了, Confusion
我有点晕, Confusion
不知道该怎么办, Confusion
这流程太乱了, Confusion
我有点糊涂, Confusion
怎么突然换人了, Confusion
这规则太难懂, Confusion
我完全没搞明白, Confusion

真的很感谢你, Gratitude
多亏了你的帮助, Gratitude
谢谢你一直支持我, Gratitude
有你真好, Gratitude
感谢大家的关心, Gratitude
谢谢你的理解, Gratitude
真的很感激, Gratitude
谢谢你陪我, Gratitude
有你在身边很安心, Gratitude
谢谢你的鼓励, Gratitude
感谢你的照顾, Gratitude
谢谢你帮我解决问题, Gratitude
有你这样的朋友很幸运, Gratitude
谢谢你的耐心, Gratitude
感谢你的付出, Gratitude
谢谢你为我做的一切, Gratitude
有你真幸福, Gratitude
谢谢你的建议, Gratitude
感谢你的陪伴, Gratitude
谢谢你一直在, Gratitude

我现在特别有激情, Enthusiasm
对新工作充满热情, Enthusiasm
今天干劲十足, Enthusiasm
对未来很有期待, Enthusiasm
准备大干一场, Enthusiasm
对这个项目很感兴趣, Enthusiasm
每天都很有动力, Enthusiasm
对生活充满希望, Enthusiasm
今天特别想学习, Enthusiasm
对新挑战很兴奋, Enthusiasm
对运动很有热情, Enthusiasm
对音乐很感兴趣, Enthusiasm
对旅行充满向往, Enthusiasm
对新朋友很期待, Enthusiasm
今天特别想尝试新事物, Enthusiasm
对比赛很有信心, Enthusiasm
对未来充满信心, Enthusiasm
对生活充满热情, Enthusiasm
今天特别有干劲, Enthusiasm
对新环境很期待, Enthusiasm

最近有点沮丧, Frustration
事情总是不顺利, Frustration
努力了却没结果, Frustration
总是遇到麻烦, Frustration
感觉很无力, Frustration
做什么都不顺, Frustration
总是被误解, Frustration
想放弃但又不甘心, Frustration
一直在原地踏步, Frustration
付出得不到回报, Frustration
总是被批评, Frustration
做事总是失败, Frustration
感觉很压抑, Frustration
一直被否定, Frustration
总是被忽视, Frustration
努力没人看到, Frustration
总是被责怪, Frustration
做什么都不被认可, Frustration
一直被拒绝, Frustration
最近特别烦, Frustration

终于松了一口气, Relief
事情总算解决了, Relief
终于不用担心了, Relief
结果比想象的好, Relief
终于放下心了, Relief
问题终于搞定了, Relief
终于不用加班了, Relief
终于考完试了, Relief
终于等到假期, Relief
终于有人帮忙了, Relief
终于雨停了, Relief
终于找到答案了, Relief
终于熬过来了, Relief
终于结束了, Relief
终于有时间休息了, Relief
终于完成任务了, Relief
终于不用担心家人了, Relief
终于搬进新家了, Relief
终于拿到offer了, Relief
终于等到你了, Relief

最近特别好奇, Curiosity
想知道他在干嘛, Curiosity
对新事物很感兴趣, Curiosity
想试试新口味, Curiosity
对未来充满好奇, Curiosity
想了解更多信息, Curiosity
对新技术很感兴趣, Curiosity
想知道结果, Curiosity
对别人怎么想很好奇, Curiosity
想看看外面的世界, Curiosity
对新朋友很感兴趣, Curiosity
想知道背后的故事, Curiosity
对新工作很好奇, Curiosity
想了解他的想法, Curiosity
对新环境很期待, Curiosity
想知道为什么, Curiosity
对新电影很感兴趣, Curiosity
想试试新运动, Curiosity
对新产品很好奇, Curiosity
想知道答案, Curiosity

今天特别自豪, Pride
为自己感到骄傲, Pride
孩子取得好成绩很自豪, Pride
为团队感到自豪, Pride
终于实现目标很骄傲, Pride
家人都为我骄傲, Pride
为朋友感到自豪, Pride
为公司感到自豪, Pride
为自己努力感到骄傲, Pride
为取得的成绩自豪, Pride
为家乡感到自豪, Pride
为同事感到骄傲, Pride
为父母感到自豪, Pride
为孩子感到骄傲, Pride
为祖国感到自豪, Pride
为自己进步感到骄傲, Pride
为团队合作感到自豪, Pride
为朋友成功感到骄傲, Pride
为家人幸福感到自豪, Pride
为自己坚持感到骄傲, Pride

今天有点羞愧, Shame
做错事很不好意思, Shame
说错话很尴尬, Shame
没完成任务很惭愧, Shame
考试没考好很羞愧, Shame
让家人失望了, Shame
被老师批评很丢脸, Shame
没帮上忙很抱歉, Shame
说话太冲了很后悔, Shame
没守信用很羞愧, Shame
做事不认真很惭愧, Shame
没达到预期很丢脸, Shame
被同事批评很尴尬, Shame
没完成目标很羞愧, Shame
说话不当很惭愧, Shame
没能帮到朋友很抱歉, Shame
做事拖拉很羞愧, Shame
没考好很丢脸, Shame
让朋友失望了, Shame
做错决定很后悔, Shame

对未来充满希望, Hope
相信明天会更好, Hope
一切都会好起来的, Hope
有信心实现目标, Hope
相信自己能成功, Hope
期待新的开始, Hope
相信努力有回报, Hope
对生活充满希望, Hope
相信困难会过去, Hope
期待美好的明天, Hope
相信会遇到好事, Hope
对新工作很有信心, Hope
相信家人会幸福, Hope
期待新的挑战, Hope
相信自己能做到, Hope
对未来充满信心, Hope
相信明天会更精彩, Hope
期待新的机会, Hope
相信一切都会顺利, Hope
对生活充满信心, Hope

最近很绝望, Despair
感觉没有希望了, Despair
一切都很糟糕, Despair
怎么努力都没用, Despair
生活太难了, Despair
看不到未来, Despair
每天都很压抑, Despair
觉得自己很失败, Despair
没有人理解我, Despair
什么都做不好, Despair
每天都很痛苦, Despair
觉得很无助, Despair
没有动力了, Despair
觉得很孤独, Despair
每天都很难熬, Despair
觉得很迷茫, Despair
没有目标了, Despair
觉得很累, Despair
什么都不想做, Despair
觉得很空虚, Despair

我很钦佩他, Admiration
他真的很厉害, Admiration
很佩服你的勇气, Admiration
他做得太棒了, Admiration
很欣赏她的才华, Admiration
他很有担当, Admiration
很佩服你的坚持, Admiration
他很有能力, Admiration
很欣赏你的努力, Admiration
他很有智慧, Admiration
很佩服你的善良, Admiration
他很有魅力, Admiration
很欣赏你的幽默, Admiration
他很有责任心, Admiration
很佩服你的毅力, Admiration
他很有爱心, Admiration
很欣赏你的乐观, Admiration
他很有远见, Admiration
很佩服你的自律, Admiration
他很有耐心, Admiration

我很看不起他, Contempt
他太虚伪了, Contempt
很鄙视这种行为, Contempt
他一点都不诚实, Contempt
很讨厌这种人, Contempt
他太自私了, Contempt
很不屑他的做法, Contempt
他太懒惰了, Contempt
很反感这种态度, Contempt
他太狡猾了, Contempt
很不喜欢这种性格, Contempt
他太傲慢了, Contempt
很不屑一顾, Contempt
他太冷漠了, Contempt
很反感这种做事方式, Contempt
他太粗鲁了, Contempt
很不喜欢这种说话方式, Contempt
他太无理了, Contempt
很不屑这种想法, Contempt
他太自大了, Contempt
很反感这种表现, Contempt

今天特别开心, Amusement
看到搞笑视频笑疯了, Amusement
朋友讲了个笑话, Amusement
今天玩的很开心, Amusement
看综艺节目笑不停, Amusement
和朋友一起玩很快乐, Amusement
看到有趣的段子, Amusement
今天心情特别好, Amusement
看电影笑出声, Amusement
和同事开玩笑, Amusement
看到猫咪的表情包, Amusement
今天过得很有趣, Amusement
看动画片很开心, Amusement
和家人一起玩游戏, Amusement
看到小朋友的表演, Amusement
今天特别放松, Amusement
看漫画笑了半天, Amusement
和朋友一起聚会, Amusement
看到有趣的新闻, Amusement
今天特别轻松, Amusement

今天特别无聊, Boredom
什么都不想做, Boredom
一天都在发呆, Boredom
没有新鲜事, Boredom
今天过得很无趣, Boredom
一直刷手机, Boredom
没有人陪我玩, Boredom
今天特别懒, Boredom
一直在等人, Boredom
没有动力做事, Boredom
今天特别空虚, Boredom
一直重复同样的事, Boredom
没有新电影看, Boredom
今天特别没劲, Boredom
一直在家待着, Boredom
没有好玩的事, Boredom
今天特别安静, Boredom
一直在发呆, Boredom
没有人聊天, Boredom
今天特别冷清, Boredom

最近很怀旧, Nostalgia
想起小时候的事, Nostalgia
看到老照片很感慨, Nostalgia
听到老歌很感动, Nostalgia
想念以前的朋友, Nostalgia
看到老同学很亲切, Nostalgia
想起过去的时光, Nostalgia
看到老房子很熟悉, Nostalgia
想起童年的味道, Nostalgia
看到老物件很温暖, Nostalgia
想念家乡的味道, Nostalgia
看到老电影很感动, Nostalgia
想起以前的老师, Nostalgia
看到老街道很怀念, Nostalgia
想起小时候的玩具, Nostalgia
看到老同事很亲切, Nostalgia
想起过去的朋友, Nostalgia
看到老照片很温馨, Nostalgia
想起以前的生活, Nostalgia
看到老同学很开心, Nostalgia

最近特别乐观, Optimism
相信一切都会好, Optimism
对未来充满信心, Optimism
相信自己能行, Optimism
对生活很有希望, Optimism
相信明天会更好, Optimism
对新工作很有信心, Optimism
相信努力有回报, Optimism
对未来很有期待, Optimism
相信困难会过去, Optimism
对新挑战很有信心, Optimism
相信自己能成功, Optimism
对生活充满热情, Optimism
相信会遇到好事, Optimism
对未来充满希望, Optimism
相信明天会更精彩, Optimism
对新机会很有信心, Optimism
相信一切都会顺利, Optimism
对生活充满信心, Optimism
相信未来会更美好, Optimism

最近有点悲观, Pessimism
觉得什么都不顺, Pessimism
对未来没信心, Pessimism
觉得努力没用, Pessimism
对生活很失望, Pessimism
觉得明天不会更好, Pessimism
对新工作没信心, Pessimism
觉得困难过不去, Pessimism
对未来很担心, Pessimism
觉得自己做不到, Pessimism
对生活没热情, Pessimism
觉得不会遇到好事, Pessimism
对未来很悲观, Pessimism
觉得明天会更糟, Pessimism
对新机会没信心, Pessimism
觉得一切都很难, Pessimism
对生活没信心, Pessimism
觉得未来不会更好, Pessimism
对生活很迷茫, Pessimism
觉得未来很渺茫, Pessimism 

我一个人在家时总觉得害怕,Fear
黑夜让我感到恐惧,Fear
听到那个声音我心里发慌,Fear
我害怕失败,Fear
面对陌生环境我很紧张,Fear
我很怕打雷,Fear
考试前我总是很担心,Fear
我害怕高空,Fear
我怕黑,Fear
我担心会出错,Fear
突然停电让我很害怕,Fear
我害怕和陌生人说话,Fear
我怕被老师点名,Fear
我害怕一个人走夜路,Fear
我怕鬼故事,Fear
我害怕失去家人,Fear
我对未来感到不安,Fear
我害怕被拒绝,Fear
我怕看恐怖片,Fear
我害怕生病,Fear
我怕被批评,Fear
我害怕失败后的后果,Fear
我怕被遗忘,Fear
我害怕考试不及格,Fear
我怕自己做不好,Fear
我害怕被孤立,Fear
我怕突然发生意外,Fear
我害怕面对现实,Fear
我怕被别人误会,Fear
我害怕高声响,Fear
我怕黑暗中的影子,Fear
我害怕独自一人,Fear
我怕被父母责备,Fear
我害怕失去朋友,Fear
我怕被人嘲笑,Fear
我害怕失败的感觉,Fear
我怕自己不被理解,Fear
我害怕突如其来的变化,Fear
我怕被遗弃,Fear
我害怕面对挑战,Fear

我真的很爱你,Love
妈妈对我无微不至的关爱让我很感动,Love
我爱我的家人,Love
我喜欢和你在一起的每一刻,Love
我爱我的小狗,Love
我对生活充满热爱,Love
我爱吃妈妈做的饭,Love
我喜欢春天的花,Love
我爱我的朋友们,Love
我喜欢看你笑的样子,Love
我爱大自然,Love
我喜欢和家人一起旅行,Love
我爱我的老师,Love
我喜欢安静的夜晚,Love
我爱运动,Love
我喜欢下雨天的味道,Love
我爱看书,Love
我喜欢和你聊天,Love
我爱我的祖国,Love
我喜欢帮助别人,Love
我爱音乐,Love
我喜欢画画,Love
我爱我的同桌,Love
我喜欢早晨的阳光,Love
我爱我的生活,Love
我喜欢和同学一起学习,Love
我爱我的梦想,Love
我喜欢写日记,Love
我爱我的家乡,Love
我喜欢看星星,Love
我爱我的小猫,Love
我喜欢做手工,Love
我爱我的班级,Love
我喜欢和爸爸一起散步,Love
我爱我的童年,Love
我喜欢和妈妈一起做饭,Love
我爱我的老师教的知识,Love
我喜欢和朋友一起玩耍,Love
我爱我的家,Love
我喜欢温暖的被窝,Love

我讨厌被欺骗,Hate
我恨下雨天,Hate
我讨厌早起,Hate
我恨考试失败的感觉,Hate
我讨厌被误会,Hate
我恨说谎的人,Hate
我讨厌吵闹的环境,Hate
我恨被人忽视,Hate
我讨厌吃苦瓜,Hate
我恨失去朋友,Hate
我讨厌被批评,Hate
我恨孤独的感觉,Hate
我讨厌做作业,Hate
我恨被人嘲笑,Hate
我讨厌拥挤的地铁,Hate
我恨被父母责备,Hate
我讨厌失败,Hate
我恨被人背叛,Hate
我讨厌无聊的课,Hate
我恨被人利用,Hate
我讨厌冷漠,Hate
我恨虚伪的人,Hate
我讨厌被催促,Hate
我恨被人看不起,Hate
我讨厌被强迫做不喜欢的事,Hate
我恨失望的感觉,Hate
我讨厌被遗忘,Hate
我恨被人敷衍,Hate
我讨厌不守信用的人,Hate
我恨被人否定,Hate
我讨厌被打扰,Hate
我恨被人指责,Hate
我讨厌拖延症,Hate
我恨被人冷落,Hate
我讨厌虚假的友谊,Hate
我恨被人欺负,Hate
我讨厌被人说教,Hate
我恨被人利用感情,Hate
我讨厌被人控制,Hate
我恨被人误解,Hate
